Id,SalePrice
1461,50620.1763043612
1462,122872.03511622758
1463,138545.5244659516
1464,191785.62811858428
1465,168404.35921030736
1466,138676.23150962475
1467,161317.42665919277
1468,134721.54764955665
1469,191896.45691996242
1470,57302.178887891816
1471,165733.01818368793
1472,48176.01938986743
1473,25814.050709997187
1474,117996.99309755443
1475,63964.048843423836
1476,327532.09087796835
1477,228473.09946093766
1478,251707.87574694224
1479,253447.4465552034
1480,383165.4847683194
1481,270470.9364278829
1482,188283.7184129263
1483,154843.57981697982
1484,148691.1890179573
1485,179657.14135420963
1486,192256.18192162446
1487,273802.20211873855
1488,231558.76218389196
1489,183075.16756053688
1490,210514.83708955545
1491,178510.45456818154
1492,20108.00468561065
1493,167294.22241099027
1494,265396.859407029
1495,256289.74196260946
1496,216567.34377357166
1497,152305.22225109
1498,139703.45940863714
1499,142168.39931586583
1500,128915.60743410687
1501,146709.3624905952
1502,128383.12763447547
1503,268537.0198162745
1504,228022.42957008898
1505,210482.86605834716
1506,158520.00424414536
1507,238585.31256647955
1508,163879.86148843868
1509,109950.67620755953
1510,87829.09445680561
1511,95853.18650257331
1512,157119.98322746018
1513,119772.3227071783
1514,104202.14749971277
1515,155472.0769377068
1516,112393.58688165969
1517,145669.421093766
1518,57404.60460199625
1519,191553.86299685796
1520,71225.0708040254
1521,71950.20177124732
1522,136549.76420632226
1523,33528.77093664429
1524,74350.18796702253
1525,45416.05126954068
1526,36041.582432591706
1527,36830.987754015834
1528,109564.50813407102
1529,86366.26088484214
1530,170072.14659320528
1531,64095.308934688335
1532,66180.45254931937
1533,145909.13645677012
1534,103340.47740466543
1535,137142.36165342922
1536,52271.995747126755
1537,-10350.077997467015
1538,136154.6989170583
1539,194663.36605702166
1540,70385.43600917095
1541,94686.5203625944
1542,66449.4991067592
1543,166745.58244564745
1544,49214.00075399759
1545,63793.59977002116
1546,85750.07219352224
1547,88698.89236873575
1548,84581.81691157026
1549,73050.8025607405
1550,73968.60380609543
1551,76803.84072872461
1552,91028.34040809586
1553,134694.512710197
1554,70188.87419886689
1555,116915.89336553717
1556,55826.8296657037
1557,52779.286123729195
1558,66958.76489478955
1559,11727.900906326948
1560,68017.97535549244
1561,94584.4223928192
1562,108367.12812016928
1563,74617.00139992766
1564,115961.63268731663
1565,91504.91802807245
1566,194104.2929880839
1567,15801.37778274552
1568,214195.927373913
1569,73396.046524612
1570,122124.70942339674
1571,56883.74311052752
1572,104039.36102263047
1573,234785.57710239931
1574,84810.79361052625
1575,204391.5639736635
1576,237251.7988916858
1577,159993.7383697445
1578,102133.98245734256
1579,96283.0994729161
1580,160387.61311370227
1581,102835.97540972568
1582,77012.63639495056
1583,274556.4214334963
1584,202584.38543042366
1585,121570.78508902597
1586,2706.313238860341
1587,49753.9177655509
1588,97665.29369559977
1589,79371.6412338852
1590,95292.01157290675
1591,36462.40582948155
1592,89424.14244513342
1593,81785.78064368363
1594,82788.11157137458
1595,65157.55459962587
1596,161515.23756118596
1597,121628.70085369889
1598,192012.92333048896
1599,171103.78292773466
1600,161328.70508980192
1601,-29151.043408202124
1602,66879.7775637065
1603,-12332.184549874626
1604,239002.02499149845
1605,232145.06895697222
1606,149224.1601005759
1607,123459.97849835083
1608,198187.32086320163
1609,182992.99214364542
1610,113452.86483351467
1611,94590.64332376258
1612,153810.99609615095
1613,135286.68728517788
1614,95965.4552303931
1615,45963.52233452629
1616,19012.278160143876
1617,24773.81169815827
1618,66453.52373230597
1619,134066.28999031568
1620,111525.23129418271
1621,95489.95313912292
1622,105280.8808034081
1623,236377.5721391464
1624,191375.38288811164
1625,65675.61047807732
1626,129757.05234287947
1627,155229.92922506202
1628,261414.02606743795
1629,144136.30243582383
1630,303965.5404176719
1631,177536.2288783081
1632,206431.41000379552
1633,139130.4182657746
1634,142806.17590488307
1635,166880.33522913652
1636,144039.04346154106
1637,159315.76840867847
1638,180364.39711585874
1639,150591.91564431542
1640,240283.15669514332
1641,145393.2168419247
1642,226922.13408862893
1643,199802.85376834613
1644,212765.77962002135
1645,183439.9234817673
1646,127227.01158310915
1647,121200.07002006576
1648,81410.52874547837
1649,86613.81956915068
1650,59582.22165971296
1651,62590.82925741782
1652,44190.18496018113
1653,50590.42443710088
1654,96959.08640561788
1655,91904.12465646083
1656,86959.67705264152
1657,98561.54757681931
1658,86015.0780475518
1659,68149.92996523296
1660,87594.10563568468
1661,346705.8009770415
1662,329478.82060224074
1663,322248.4683085552
1664,418944.90977889183
1665,281064.6568760448
1666,269717.9058935861
1667,318610.1772553399
1668,309336.3338449802
1669,272546.81450281455
1670,304527.3984567786
1671,231692.5629307013
1672,342507.7455841792
1673,264920.261493815
1674,225084.5955185946
1675,171621.7450147604
1676,178341.09127791552
1677,191433.45328656374
1678,396621.39174710657
1679,301406.2846563868
1680,298109.6597427963
1681,232750.18042212143
1682,258419.4626211446
1683,162098.8232083061
1684,168915.8648647135
1685,165944.67544976226
1686,156678.44364407647
1687,166064.703123581
1688,186450.59405429778
1689,190443.54326334945
1690,190130.44012725516
1691,175056.5013541635
1692,240405.5689696574
1693,159224.03247404797
1694,151180.4847546966
1695,136282.66636435932
1696,247312.49043426255
1697,144083.41779341025
1698,300756.7460733708
1699,283051.3416407199
1700,224094.42435090896
1701,245952.92627182952
1702,222870.121829113
1703,220509.0022568861
1704,254107.39581715583
1705,218766.86667768122
1706,320498.40831583715
1707,197787.76024708827
1708,185993.41251210892
1709,256448.8395745809
1710,204704.74370020302
1711,246877.59637446492
1712,241933.71026095445
1713,255194.2360775225
1714,209370.1117797871
1715,189338.1750643612
1716,152041.55322004727
1717,152022.91898251104
1718,119887.96382180077
1719,181130.81248560734
1720,227561.41512259422
1721,150849.71621518745
1722,107626.76030863763
1723,140363.39247249567
1724,201261.1087741768
1725,206101.06650349475
1726,157102.48100268084
1727,121795.83244103938
1728,163866.3254793526
1729,118191.29375575716
1730,115360.04841535562
1731,81132.60881747294
1732,79643.36645184772
1733,60882.65468022856
1734,77814.10163078178
1735,102363.08984434896
1736,51964.31121806102
1737,278146.9024377866
1738,219715.29113952955
1739,258926.23075248057
1740,191170.23592257337
1741,165770.54314084898
1742,149028.5285497998
1743,161399.30376190366
1744,296493.2694298804
1745,189698.84594480344
1746,166635.0594355315
1747,196160.7024732805
1748,210036.9026015012
1749,107490.92119588703
1750,87825.58279810043
1751,232924.6401872984
1752,52806.63783080166
1753,104338.99494125287
1754,169953.92233099462
1755,121191.51689625764
1756,86318.94822216826
1757,59042.30462249054
1758,92760.24856530665
1759,110254.40329670836
1760,133792.8743897248
1761,109914.82925478672
1762,117056.81559176825
1763,152569.5909098431
1764,50119.758881705115
1765,135987.25608883065
1766,156386.45828825666
1767,217638.44579266268
1768,78085.02533160138
1769,129087.64846210915
1770,124485.33654911502
1771,54554.49720665475
1772,98312.97420636925
1773,64122.24665388232
1774,81412.39907000307
1775,93674.67275183531
1776,73234.34074000944
1777,56237.506615409744
1778,102523.1127805683
1779,62803.794060574495
1780,144453.26205908332
1781,62355.236273529474
1782,12214.57475279423
1783,116946.5948323108
1784,30237.97039735946
1785,93355.29705605039
1786,85236.20885248075
1787,147732.4913670806
1788,27324.171223207726
1789,80437.76837065385
1790,-21334.244242123794
1791,142691.51538808492
1792,110160.13275310467
1793,90758.79865048802
1794,140306.6450264752
1795,75235.37398231181
1796,98332.36680558522
1797,110635.39626421034
1798,50972.29512124823
1799,42461.732997533516
1800,54978.962596777594
1801,59244.85358493321
1802,92017.77105910669
1803,97677.14005212986
1804,118986.47455207666
1805,87809.74073508906
1806,114176.69762015145
1807,120389.52753681864
1808,99140.85107872263
1809,69063.28997544607
1810,89743.87010427914
1811,41642.58065145323
1812,63735.650912615936
1813,61289.749255951145
1814,27704.106276161387
1815,-39081.207969453884
1816,39236.76914972614
1817,60749.68831562647
1818,134033.99398193054
1819,106347.83116782084
1820,-4288.949991626432
1821,80453.94832860993
1822,138923.1394220714
1823,-30988.05593543267
1824,119416.14027174877
1825,90009.80280872853
1826,24467.543941497686
1827,35131.21420934587
1828,82770.3560236867
1829,105319.17165555118
1830,114713.79005917849
1831,112951.76406738313
1832,45241.81927643216
1833,92768.94382474397
1834,95584.50620417716
1835,62120.249483304564
1836,76270.10045506584
1837,69954.47195468051
1838,63168.54334298591
1839,62244.24712105002
1840,123490.23842176003
1841,77133.02408950147
1842,49127.36408345052
1843,78089.18203229283
1844,86118.43076350528
1845,78248.500828763
1846,111690.31803722715
1847,101853.9865383401
1848,-12920.885756900883
1849,85122.29896650347
1850,67174.4978157552
1851,133710.5940333875
1852,78577.26615709253
1853,91382.18907381408
1854,148379.14095280808
1855,130226.69367273594
1856,191875.6217134823
1857,83194.39952313004
1858,101332.50045515178
1859,66874.54561804933
1860,127176.43800669047
1861,66658.3921873034
1862,242218.52967261616
1863,235363.35878706584
1864,235382.89404880255
1865,319952.2180617843
1866,299141.9368304133
1867,217558.43622398865
1868,253234.26336303249
1869,198068.7818812197
1870,215679.94588927133
1871,219207.79424559558
1872,158794.52697418933
1873,219037.62154936115
1874,101768.65183443879
1875,149012.67449324182
1876,159087.50410418527
1877,194081.9073576422
1878,192319.91466054332
1879,66668.37490061321
1880,95698.48687618878
1881,225328.48053965275
1882,230081.56233729655
1883,165182.24165087508
1884,177213.26726850471
1885,210186.72973500215
1886,245071.6121644741
1887,200072.46340145683
1888,256440.51230347797
1889,144001.25633223355
1890,52754.18039093388
1891,97764.14602925058
1892,39350.63917020266
1893,70378.2182946169
1894,65434.96435183368
1895,87632.45101373969
1896,81817.82101867371
1897,33218.59365715983
1898,60155.521591132274
1899,128608.7498881938
1900,113852.25914691668
1901,128908.3373924722
1902,99484.11570476217
1903,159405.243466201
1904,96536.22720827407
1905,155596.7313469504
1906,142444.13346003252
1907,173770.2169092605
1908,72683.67918665544
1909,119457.33714309311
1910,79674.44585822313
1911,166704.91429529828
1912,247471.60045473592
1913,133306.97178468434
1914,-1201.0171201551566
1915,278239.81375604775
1916,-107270.74060815189
1917,237307.28335958673
1918,102022.01023453695
1919,139887.8222933435
1920,132098.6779320602
1921,331533.4700700601
1922,283072.9216566349
1923,222069.81460411754
1924,199996.73955577007
1925,195763.62754875096
1926,334703.3578217919
1927,104577.29316902638
1928,138985.4152360534
1929,78247.7213635724
1930,86662.85141725547
1931,104837.94054793322
1932,94113.67126671202
1933,127517.39518615755
1934,145954.36517864105
1935,136766.72898806608
1936,152923.14380299277
1937,140592.22977164236
1938,151129.19515234826
1939,195882.9547889107
1940,167875.17782090674
1941,146337.95945779793
1942,167761.77203977038
1943,186300.22159622028
1944,268645.43712612777
1945,320817.90862771915
1946,48183.44337111013
1947,230149.4688922849
1948,148962.55791020126
1949,234778.09417611873
1950,156793.71618901286
1951,231719.25183630432
1952,197758.14852611488
1953,156752.3043192901
1954,147811.29896535387
1955,88360.93584062753
1956,283746.087681758
1957,122558.03304269002
1958,268170.50269530294
1959,78918.30048610794
1960,46582.27227299404
1961,70521.2324105131
1962,38459.71998663747
1963,61401.06714141113
1964,39893.84263000009
1965,89412.26461993228
1966,94952.37905031512
1967,258845.2040833037
1968,328075.19449197967
1969,324240.03454574104
1970,328379.4500506341
1971,383802.81460779323
1972,320901.9298007251
1973,264170.3077618618
1974,283571.0423083168
1975,531021.7139995075
1976,249280.28722018644
1977,289315.7519233448
1978,283596.2662918316
1979,304014.4335312685
1980,163997.0987420507
1981,312101.32326820004
1982,197746.75416923128
1983,179948.11612469237
1984,153437.5528037392
1985,206636.19104050356
1986,202744.57240743143
1987,183859.82881714776
1988,163477.66990889702
1989,188506.05019689142
1990,202834.16770334425
1991,211963.54236148018
1992,181783.78220943548
1993,159929.29489057616
1994,196359.4881803498
1995,158880.98748708842
1996,227182.65040426725
1997,265482.8174557256
1998,281687.7279154961
1999,239471.83199976012
2000,279320.6752973702
2001,250931.15355559846
2002,223280.77391646476
2003,239088.15608768747
2004,269180.80221586954
2005,194417.35141263902
2006,208935.81783132185
2007,240678.68205987755
2008,205449.4947827924
2009,169722.0622598133
2010,177593.1776413056
2011,130991.59578989947
2012,146553.6873799857
2013,146852.44312315795
2014,158465.70974074444
2015,174976.55397791043
2016,162202.34123622603
2017,164214.49340116838
2018,57957.89219376526
2019,108987.56181281246
2020,46944.03925691289
2021,39495.25253282895
2022,142200.08056397084
2023,92798.03130837949
2024,248019.72532338102
2025,307440.2163809249
2026,152544.12376652134
2027,132241.59506818093
2028,142139.48493693082
2029,125101.93170158158
2030,247897.42953753064
2031,222949.88166296366
2032,229503.86651905603
2033,238221.49977460946
2034,151610.9055550088
2035,181016.14807218383
2036,188628.72472951259
2037,191023.3217237431
2038,298097.5177253112
2039,192455.59646586026
2040,292277.9006310005
2041,280663.5659798181
2042,165892.56403770566
2043,136771.5568021112
2044,151005.55761912302
2045,199375.95413859817
2046,87833.09047645133
2047,87822.30725965381
2048,91741.68683434161
2049,76135.61247487029
2050,135174.66423590365
2051,57909.42088953417
2052,69026.52794996463
2053,112003.45431128645
2054,20532.317929095356
2055,127470.9365448521
2056,116778.06031406461
2057,53205.306293345755
2058,175983.76439502998
2059,68403.2170870041
2060,154209.3074034484
2061,144507.41842268826
2062,64452.352452534134
2063,74009.3982731055
2064,79224.56338294432
2065,59566.24019970314
2066,117672.96264427167
2067,69886.65857243119
2068,76904.30594821426
2069,48532.15299622528
2070,59109.833330911235
2071,17881.483188236365
2072,119689.7791174273
2073,72557.65252990997
2074,143834.64028954145
2075,88518.73518435948
2076,70494.93906870577
2077,103148.5587713786
2078,49971.687988027814
2079,100104.23481664539
2080,59326.23024173931
2081,63267.11456361506
2082,67355.96397329273
2083,94318.95034989796
2084,39742.20074413635
2085,50082.600370282074
2086,90307.92841248098
2087,88513.90457635187
2088,57620.72712411999
2089,5550.059653732111
2090,90612.30896836554
2091,26982.7600723675
2092,96715.52846909035
2093,126807.75878138223
2094,93011.90285019879
2095,79285.37103645795
2096,33228.90178792097
2097,72632.91926701297
2098,109467.73338478024
2099,-33481.52447662235
2100,10209.883133387426
2101,51818.23332949192
2102,96040.05185287178
2103,36673.68246126233
2104,73270.1598243172
2105,101937.24091217783
2106,-28828.595610733377
2107,160653.22970070783
2108,82803.45368407515
2109,46472.82092883508
2110,66086.06028761924
2111,145758.51094775402
2112,72763.07443253603
2113,79556.96501150727
2114,47551.298821724136
2115,133076.15191210643
2116,58657.289223878295
2117,97988.81987182703
2118,65303.18904721446
2119,69806.95140104636
2120,59684.70860370365
2121,-594696754.7445914
2122,45650.65408277686
2123,35302.88348384912
2124,126709.64482811128
2125,84225.53363176645
2126,113996.47188747919
2127,137780.8844505921
2128,87876.1738380118
2129,16616.548269335646
2130,80589.52930755727
